ID,Year of death,Age,Gender,Province,Vehicle
9616020,2561,69,2,Nakhon Si Thammarat, Motorcycle
9616162,2561,48,2,Surat Thani, Motorcycle
9616159,2561,15,2,Surat Thani, Motorcycle
9616134,2561,56,2,Chumphon,Car
9616098,2561,48,2,Songkhla, Motorcycle
9616387,2561,51,2,Songkhla,Car
9616361,2561,43,2,Songkhla, Motorcycle
9616874,2561,50,2,Phatthalung, Motorcycle
9615992,2561,61,2,Phatthalung,Car
9616007,2561,63,2,Phatthalung,Car
9617966,2561,31,2,Krabi,Car
9617641,2561,30,2,Surat Thani, Motorcycle
9617668,2561,51,2,Surat Thani,Car
9617502,2561,40,2,Surat Thani,Car
9617885,2561,35,2,Surat Thani,Car
9617667,2561,49,2,Surat Thani,Car
9617872,2561,59,2,Songkhla,Van
9617833,2561,65,2,Satun, Motorcycle
9617345,2561,27,2,Trang,Car
9618070,2561,28,2,Trang, Motorcycle
9618282,2561,69,2,Nakhon Si Thammarat, Motorcycle
9618336,2561,26,2,Krabi, Motorcycle
9618135,2561,39,2,Phuket, Motorcycle
9618389,2561,15,2,Phatthalung, Motorcycle
9618591,2561,60,2,Trang,Car
10108324,2562,27,2,Nakhon Si Thammarat,Car
10108419,2562,58,2,Nakhon Si Thammarat, Motorcycle
10108875,2562,23,2,Nakhon Si Thammarat,Car
10108803,2562,59,2,Nakhon Si Thammarat, Motorcycle
10108128,2562,26,2,Phuket,Car
10108619,2562,66,2,Surat Thani,Car
10108074,2562,18,2,Surat Thani,Van
10108644,2562,34,2,Chumphon, Motorcycle
10108666,2562,34,2,Songkhla, Motorcycle
10108491,2562,41,2,Songkhla, Motorcycle
10108792,2562,57,2,Trang,Car
10108791,2562,62,2,Trang,Car
10109122,2562,44,2,Phatthalung,Car
10108583,2562,27,2,Phatthalung, Motorcycle
10108856,2562,59,2,Pattani,Car
10108220,2562,41,2,Narathiwat,Car
10107886,2562,70,2,Narathiwat,Car
10108944,2562,50,2,Narathiwat, Motorcycle
10107782,2562,41,2,Narathiwat,Car
10928720,2563,61,1,Songkhla, Motorcycle
10928901,2563,67,1,Phatthalung, Motorcycle
10928806,2563,49,1,Satun, Motorcycle
11048064,2564,59,1,Surat Thani, Motorcycle
11047703,2564,20,1,Nakhon Si Thammarat, Motorcycle
10928836,2563,54,1,Trang, Motorcycle
10928385,2563,18,1,Nakhon Si Thammarat, Motorcycle
10928366,2563,31,1,Nakhon Si Thammarat, Motorcycle
10928374,2563,34,1,Nakhon Si Thammarat, Motorcycle
10928381,2563,52,1,Nakhon Si Thammarat, Motorcycle
10928406,2563,27,1,Krabi, Motorcycle
10928415,2563,33,1,Krabi, Motorcycle
10928412,2563,47,1,Krabi, Motorcycle
10928396,2563,62,1,Krabi, Motorcycle
10928432,2563,35,1,Phang Nga, Motorcycle
10928440,2563,45,1,Phang Nga, Motorcycle
10928455,2563,39,1,Phuket, Motorcycle
10928479,2563,41,1,Phuket, Motorcycle
10928458,2563,45,1,Phuket, Motorcycle
10928529,2563,39,1,Surat Thani, Motorcycle
10928739,2563,22,1,Songkhla, Motorcycle
10928764,2563,27,1,Songkhla, Motorcycle
10928765,2563,43,1,Songkhla, Motorcycle
10928817,2563,39,1,Trang, Motorcycle
10928866,2563,46,1,Trang, Motorcycle
10928816,2563,47,1,Trang, Motorcycle
10928861,2563,54,1,Trang, Motorcycle
10928864,2563,63,1,Trang, Motorcycle
10928878,2563,17,1,Phatthalung, Motorcycle
10928886,2563,41,1,Phatthalung, Motorcycle
10928905,2563,54,1,Phatthalung, Motorcycle
10928927,2563,18,1,Pattani, Motorcycle
10928935,2563,24,1,Pattani, Motorcycle
10928974,2563,31,1,Narathiwat, Motorcycle
10928404,2563,48,1,Krabi, Motorcycle
10928594,2563,68,1,Chumphon, Motorcycle
10928789,2563,61,1,Songkhla, Motorcycle
10928341,2563,35,1,Nakhon Si Thammarat, Motorcycle
10928325,2563,56,1,Nakhon Si Thammarat, Motorcycle
10928379,2563,58,1,Nakhon Si Thammarat, Motorcycle
10928364,2563,67,1,Nakhon Si Thammarat, Motorcycle
10928426,2563,32,1,Krabi, Motorcycle
10928411,2563,39,1,Krabi, Motorcycle
10928422,2563,57,1,Krabi, Motorcycle
10928507,2563,50,1,Surat Thani, Motorcycle
10928684,2563,39,1,Songkhla, Motorcycle
10928704,2563,47,1,Songkhla, Motorcycle
10928804,2563,27,1,Satun, Motorcycle
10928820,2563,43,1,Trang, Motorcycle
10928829,2563,43,1,Trang, Motorcycle
10928849,2563,53,1,Trang, Motorcycle
10928828,2563,53,1,Trang, Motorcycle
10928865,2563,58,1,Trang, Motorcycle
10928837,2563,67,1,Trang, Motorcycle
10928890,2563,20,1,Phatthalung, Motorcycle
10928879,2563,43,1,Phatthalung, Motorcycle
10928892,2563,47,1,Phatthalung, Motorcycle
10928900,2563,56,1,Phatthalung, Motorcycle
10928895,2563,57,1,Phatthalung, Motorcycle
10928871,2563,57,1,Phatthalung, Motorcycle
10928924,2563,50,1,Pattani, Motorcycle
10928919,2563,51,1,Pattani, Motorcycle
10928964,2563,39,1,Narathiwat, Motorcycle
10928438,2563,52,1,Phang Nga, Motorcycle
10928388,2563,47,1,Nakhon Si Thammarat, Motorcycle
10928694,2563,66,1,Songkhla, Motorcycle
10928855,2563,64,1,Trang, Motorcycle
10928365,2563,12,1,Nakhon Si Thammarat, Motorcycle
10928342,2563,15,1,Nakhon Si Thammarat, Motorcycle
10928373,2563,16,1,Nakhon Si Thammarat, Motorcycle
10928427,2563,13,1,Krabi, Motorcycle
10928417,2563,38,1,Krabi, Motorcycle
10928447,2563,15,1,Phuket, Motorcycle
10928473,2563,28,1,Phuket, Motorcycle
10928519,2563,37,1,Surat Thani, Motorcycle
10928826,2563,11,1,Trang, Motorcycle
10928824,2563,12,1,Trang, Motorcycle
10928839,2563,41,1,Trang, Motorcycle
10928906,2563,59,1,Phatthalung, Motorcycle
10928913,2563,64,1,Pattani, Motorcycle
10928952,2563,16,1,Yala, Motorcycle
10928965,2563,15,1,Narathiwat, Motorcycle
10928990,2563,15,1,Narathiwat, Motorcycle
10928960,2563,37,1,Narathiwat, Motorcycle
9805634,2560,14,2,Nakhon Si Thammarat, Motorcycle
9805588,2560,31,2,Phang Nga, Motorcycle
9805490,2560,40,2,Chumphon,Car
9805889,2560,26,2,Phatthalung, Motorcycle
9805339,2560,47,2,Nakhon Si Thammarat,Car
9805038,2560,57,2,Nakhon Si Thammarat, Motorcycle
9805447,2560,47,2,Krabi,Car
9805245,2560,67,2,Surat Thani, Motorcycle
9805968,2560,46,2,Nakhon Si Thammarat, Motorcycle
9805582,2560,65,2,Chumphon,Van
9804907,2560,22,2,Songkhla, Motorcycle
9804928,2560,42,2,Trang, Motorcycle
9805579,2560,64,2,Nakhon Si Thammarat, Motorcycle
9805345,2560,14,2,Trang, Motorcycle
9805410,2560,18,2,Nakhon Si Thammarat,Van
9805595,2560,46,2,Nakhon Si Thammarat, Motorcycle
9806637,2560,41,2,Nakhon Si Thammarat, Motorcycle
9806561,2560,44,2,Nakhon Si Thammarat, Motorcycle
9806313,2560,25,2,Krabi, Motorcycle
9806423,2560,51,2,Songkhla, Motorcycle
9806321,2560,62,2,Songkhla, Motorcycle
9806476,2560,35,2,Krabi,Van
9806403,2560,52,2,Songkhla, Motorcycle
9806447,2560,54,2,Krabi,Car
9806591,2560,66,2,Trang, Motorcycle
9806257,2560,14,2,Nakhon Si Thammarat, Motorcycle
9806584,2560,19,2,Nakhon Si Thammarat, Motorcycle
9806745,2560,21,2,Chumphon,Van
9806740,2560,70,2,Nakhon Si Thammarat,Car
9806791,2560,28,1,Nakhon Si Thammarat, Motorcycle
9608631,2561,16,1,Nakhon Si Thammarat, Motorcycle
9609110,2561,19,1,Nakhon Si Thammarat, Motorcycle
9608935,2561,45,1,Nakhon Si Thammarat, Motorcycle
9609016,2561,46,1,Nakhon Si Thammarat, Motorcycle
9608651,2561,54,1,Nakhon Si Thammarat, Motorcycle
9609309,2561,31,1,Krabi, Motorcycle
9608734,2561,35,1,Krabi, Motorcycle
9608357,2561,48,1,Krabi, Motorcycle
9607915,2561,45,1,Phang Nga, Motorcycle
9608701,2561,22,1,Phuket, Motorcycle
9608819,2561,26,1,Phuket, Motorcycle
9608971,2561,27,1,Phuket, Motorcycle
9607679,2561,43,1,Phuket, Motorcycle
9608716,2561,62,1,Phuket, Motorcycle
9609237,2561,45,1,Ranong, Motorcycle
9608468,2561,43,1,Chumphon, Motorcycle
9608728,2561,50,1,Chumphon, Motorcycle
9608232,2561,64,1,Chumphon, Motorcycle
9609113,2561,28,1,Songkhla, Motorcycle
9607835,2561,30,1,Songkhla, Motorcycle
9609243,2561,31,1,Songkhla, Motorcycle
9607745,2561,42,1,Phuket, Motorcycle
9608132,2561,56,1,Nakhon Si Thammarat, Motorcycle
9608731,2561,63,1,Nakhon Si Thammarat, Motorcycle
9607645,2561,69,1,Nakhon Si Thammarat, Motorcycle
9608172,2561,63,1,Krabi, Motorcycle
9608942,2561,57,1,Phuket, Motorcycle
9608837,2561,43,1,Chumphon, Motorcycle
9608176,2561,36,1,Trang, Motorcycle
9608316,2561,48,1,Trang, Motorcycle
9607956,2561,49,1,Phang Nga, Motorcycle
9608084,2561,28,1,Chumphon, Motorcycle
9608252,2561,57,1,Songkhla, Motorcycle
9608823,2561,16,1,Nakhon Si Thammarat, Motorcycle
9609028,2561,24,1,Nakhon Si Thammarat, Motorcycle
9609314,2561,59,1,Nakhon Si Thammarat, Motorcycle
9607473,2561,12,1,Krabi, Motorcycle
9608416,2561,16,1,Krabi, Motorcycle
9608039,2561,15,1,Phuket, Motorcycle
9607935,2561,16,1,Chumphon, Motorcycle
9607896,2561,16,1,Chumphon, Motorcycle
9608835,2561,14,1,Nakhon Si Thammarat, Motorcycle
9607465,2561,16,1,Nakhon Si Thammarat, Motorcycle
9608280,2561,17,1,Nakhon Si Thammarat, Motorcycle
9608588,2561,18,1,Nakhon Si Thammarat, Motorcycle
9608014,2561,24,1,Nakhon Si Thammarat, Motorcycle
9608171,2561,58,1,Nakhon Si Thammarat, Motorcycle
9608023,2561,16,1,Surat Thani, Motorcycle
9608027,2561,16,1,Chumphon, Motorcycle
9608843,2561,19,1,Chumphon, Motorcycle
9608709,2561,65,1,Krabi, Motorcycle
9609147,2561,63,1,Phang Nga, Motorcycle
9609505,2561,52,1,Nakhon Si Thammarat, Motorcycle
9609449,2561,25,1,Phuket, Motorcycle
9609451,2561,18,1,Chumphon, Motorcycle
9609503,2561,67,1,Nakhon Si Thammarat, Motorcycle
9609504,2561,54,1,Nakhon Si Thammarat, Motorcycle
9795471,2560,29,2,Ranong, Motorcycle
9795713,2560,67,2,Chumphon, Motorcycle
9795328,2560,21,2,Phuket, Motorcycle
9795278,2560,28,2,Nakhon Si Thammarat, Motorcycle
9795401,2560,40,2,Nakhon Si Thammarat, Motorcycle
9795461,2560,17,2,Nakhon Si Thammarat, Motorcycle
9795400,2560,28,2,Nakhon Si Thammarat, Motorcycle
9795490,2560,67,2,Phang Nga, Motorcycle
9795469,2560,19,2,Ranong, Motorcycle
9795753,2560,17,2,Chumphon, Motorcycle
9794858,2560,39,2,Krabi, Motorcycle
9795219,2560,18,2,Phuket, Motorcycle
9795794,2560,41,2,Surat Thani, Motorcycle
9794918,2560,46,2,Songkhla, Motorcycle
9795353,2560,48,2,Phatthalung, Motorcycle
9795629,2560,70,2,Phatthalung, Motorcycle
9795424,2560,16,2,Krabi, Motorcycle
9795675,2560,22,2,Phatthalung, Motorcycle
9795087,2560,19,2,Nakhon Si Thammarat, Motorcycle
9795086,2560,19,2,Nakhon Si Thammarat, Motorcycle
9795279,2560,14,2,Surat Thani, Motorcycle
9795371,2560,14,2,Songkhla, Motorcycle
9795493,2560,57,2,Nakhon Si Thammarat,Car
9794780,2560,33,2,Phatthalung,Car
9796496,2560,67,2,Phang Nga, Motorcycle
9795969,2560,10,2,Phuket, Motorcycle
9796381,2560,20,2,Phuket, Motorcycle
9796222,2560,20,2,Surat Thani, Motorcycle
9796518,2560,55,2,Nakhon Si Thammarat, Motorcycle
9796183,2560,56,2,Ranong, Motorcycle
9796598,2560,28,2,Trang, Motorcycle
9795907,2560,49,2,Songkhla, Motorcycle
9796609,2560,45,2,Phatthalung,Car
9796560,2560,54,2,Phatthalung, Motorcycle
9796507,2560,39,2,Krabi, Motorcycle
9796178,2560,44,2,Nakhon Si Thammarat, Motorcycle
9796210,2560,67,2,Phatthalung, Motorcycle
9796547,2560,16,2,Nakhon Si Thammarat, Motorcycle
9796227,2560,69,2,Phatthalung, Motorcycle
9796548,2560,40,2,Trang, Motorcycle
9796144,2560,39,2,Ranong,Car
9795894,2560,58,2,Krabi,Car
9796333,2560,36,2,Krabi,Car
9795992,2560,37,2,Krabi,Car
9795895,2560,58,2,Krabi,Car
9797183,2560,25,2,Nakhon Si Thammarat,Car
9796955,2560,24,2,Phang Nga, Motorcycle
9796996,2560,28,2,Phang Nga,Car
9796034,2560,12,1,Nakhon Si Thammarat, Motorcycle
9795854,2560,23,1,Nakhon Si Thammarat, Motorcycle
9796320,2560,45,1,Nakhon Si Thammarat, Motorcycle
9796486,2560,36,1,Krabi, Motorcycle
9796521,2560,48,1,Krabi, Motorcycle
9795926,2560,26,1,Phuket, Motorcycle
9796422,2560,51,1,Phuket, Motorcycle
9796099,2560,43,1,Chumphon, Motorcycle
9795848,2560,31,1,Nakhon Si Thammarat, Motorcycle
9795924,2560,57,1,Ranong, Motorcycle
9796596,2560,16,1,Nakhon Si Thammarat, Motorcycle
9795908,2560,16,1,Krabi, Motorcycle
9796239,2560,17,1,Trang, Motorcycle
9796067,2560,35,1,Nakhon Si Thammarat, Motorcycle
9796051,2560,16,1,Trang, Motorcycle
9796423,2560,27,1,Trang, Motorcycle
9796236,2560,12,1,Satun, Motorcycle
9796465,2560,63,1,Trang, Motorcycle
9796041,2560,19,1,Surat Thani, Motorcycle
9796328,2560,14,1,Songkhla, Motorcycle
9796160,2560,60,1,Krabi,Car
9795878,2560,24,1,Nakhon Si Thammarat,Van
9796642,2560,68,1,Trang, Motorcycle
9796758,2560,19,1,Nakhon Si Thammarat, Motorcycle
9797075,2560,50,1,Nakhon Si Thammarat, Motorcycle
9797088,2560,70,1,Nakhon Si Thammarat, Motorcycle
9796762,2560,63,1,Phang Nga, Motorcycle
9796881,2560,22,1,Phuket, Motorcycle
9797037,2560,36,1,Phuket, Motorcycle
9797134,2560,53,1,Chumphon, Motorcycle
9796653,2560,41,1,Trang, Motorcycle
9797173,2560,13,1,Nakhon Si Thammarat, Motorcycle
9796894,2560,67,1,Nakhon Si Thammarat, Motorcycle
9796928,2560,17,1,Phuket, Motorcycle
9796799,2560,17,1,Ranong, Motorcycle
9797003,2560,19,1,Ranong, Motorcycle
9797165,2560,16,1,Chumphon, Motorcycle
9797108,2560,18,1,Nakhon Si Thammarat, Motorcycle
9796699,2560,47,1,Trang, Motorcycle
9796659,2560,17,1,Phang Nga, Motorcycle
9796709,2560,25,1,Surat Thani, Motorcycle
9796842,2560,39,1,Surat Thani, Motorcycle
9797163,2560,29,1,Chumphon, Motorcycle
9796705,2560,38,1,Songkhla, Motorcycle
9797015,2560,18,1,Trang, Motorcycle
9797121,2560,34,1,Trang, Motorcycle
9796811,2560,42,1,Trang, Motorcycle
9797200,2560,18,1,Phatthalung, Motorcycle
9796673,2560,50,1,Nakhon Si Thammarat, Motorcycle
9797045,2560,50,1,Krabi, Motorcycle
9797181,2560,13,1,Krabi, Motorcycle
9796805,2560,15,1,Krabi, Motorcycle
9796870,2560,55,1,Surat Thani, Motorcycle
9796684,2560,65,1,Phatthalung, Motorcycle
9796777,2560,16,1,Surat Thani, Motorcycle
9796722,2560,25,1,Nakhon Si Thammarat, Motorcycle
9797166,2560,45,1,Phuket,Car
9797278,2560,39,1,Phang Nga, Motorcycle
9797241,2560,28,1,Phuket, Motorcycle
9797244,2560,27,1,Songkhla, Motorcycle
9797246,2560,31,1,Phatthalung, Motorcycle
9797277,2560,57,1,Phatthalung, Motorcycle
9607771,2561,37,1,Nakhon Si Thammarat,Car
9607471,2561,30,1,Nakhon Si Thammarat,Car
9609131,2561,70,1,Phang Nga, Motorcycle
9608697,2561,42,1,Phuket, Motorcycle
9608020,2561,19,1,Surat Thani, Motorcycle
9607709,2561,28,1,Ranong, Motorcycle
9608538,2561,66,1,Phang Nga, Motorcycle
11046631,2564,27,1,Nakhon Si Thammarat, Motorcycle
11046871,2564,38,1,Nakhon Si Thammarat, Motorcycle
11046824,2564,42,1,Nakhon Si Thammarat, Motorcycle
11046792,2564,58,1,Nakhon Si Thammarat, Motorcycle
11046375,2564,65,1,Nakhon Si Thammarat, Motorcycle
11046701,2564,68,1,Nakhon Si Thammarat, Motorcycle
11046997,2564,21,1,Krabi, Motorcycle
11046799,2564,48,1,Phang Nga, Motorcycle
11046641,2564,14,1,Surat Thani, Motorcycle
11046869,2564,26,1,Surat Thani, Motorcycle
11046364,2564,45,1,Surat Thani, Motorcycle
11046377,2564,68,1,Surat Thani, Motorcycle
11046298,2564,53,1,Ranong, Motorcycle
11046487,2564,26,1,Chumphon, Motorcycle
11046571,2564,44,1,Chumphon, Motorcycle
11046440,2564,55,1,Chumphon, Motorcycle
11046982,2564,24,1,Songkhla, Motorcycle
11046898,2564,38,1,Songkhla, Motorcycle
11046931,2564,39,1,Songkhla, Motorcycle
11046433,2564,70,1,Songkhla, Motorcycle
11046960,2564,23,1,Satun, Motorcycle
11046331,2564,44,1,Trang, Motorcycle
11046866,2564,58,1,Trang, Motorcycle
11046655,2564,63,1,Trang, Motorcycle
11046522,2564,48,1,Surat Thani, Motorcycle
11046485,2564,49,1,Yala, Motorcycle
11046381,2564,18,1,Phang Nga, Motorcycle
11046922,2564,19,1,Ranong, Motorcycle
11046407,2564,16,1,Phatthalung, Motorcycle
11046710,2564,20,1,Phatthalung, Motorcycle
11046974,2564,26,1,Pattani, Motorcycle
11046703,2564,56,1,Yala, Motorcycle
9795003,2560,16,1,Surat Thani, Motorcycle
9795521,2560,17,1,Surat Thani, Motorcycle
9795510,2560,17,1,Surat Thani, Motorcycle
9794912,2560,11,1,Trang,Car
9795563,2560,17,1,Phatthalung, Motorcycle
9795409,2560,16,1,Nakhon Si Thammarat, Motorcycle
9794826,2560,15,1,Surat Thani, Motorcycle
9794988,2560,35,1,Surat Thani, Motorcycle
9795562,2560,16,1,Phatthalung, Motorcycle
9795383,2560,18,1,Phatthalung, Motorcycle
9795547,2560,54,1,Nakhon Si Thammarat, Motorcycle
9796232,2560,59,1,Phang Nga,Car
10928350,2563,17,1,Nakhon Si Thammarat, Motorcycle
10928582,2563,15,1,Surat Thani, Motorcycle
10928773,2563,11,1,Songkhla, Motorcycle
10928668,2563,16,1,Songkhla, Motorcycle
10928887,2563,16,1,Phatthalung, Motorcycle
10928915,2563,13,1,Pattani, Motorcycle
10928987,2563,20,1,Narathiwat, Motorcycle
11049381,2564,55,1,Phuket, Motorcycle
11047768,2564,42,1,Phuket, Motorcycle
11048110,2564,24,1,Nakhon Si Thammarat, Motorcycle
11048426,2564,33,1,Nakhon Si Thammarat, Motorcycle
11048872,2564,44,1,Nakhon Si Thammarat, Motorcycle
11049392,2564,54,1,Krabi, Motorcycle
11048898,2564,48,1,Phang Nga, Motorcycle
11047769,2564,57,1,Phang Nga, Motorcycle
11048410,2564,35,1,Phuket, Motorcycle
11048094,2564,46,1,Phuket, Motorcycle
11048890,2564,24,1,Surat Thani, Motorcycle
11048115,2564,49,1,Surat Thani, Motorcycle
11048837,2564,44,1,Chumphon, Motorcycle
11048090,2564,50,1,Chumphon, Motorcycle
11049052,2564,35,1,Songkhla, Motorcycle
11048296,2564,44,1,Songkhla, Motorcycle
11048083,2564,53,1,Songkhla, Motorcycle
11049703,2564,32,1,Trang, Motorcycle
11049706,2564,49,1,Trang, Motorcycle
11048125,2564,37,1,Phatthalung, Motorcycle
11048848,2564,44,1,Phatthalung, Motorcycle
11049346,2564,68,1,Pattani, Motorcycle
11049517,2564,38,1,Yala, Motorcycle
11049698,2564,51,1,Narathiwat, Motorcycle
11048878,2564,42,1,Nakhon Si Thammarat, Motorcycle
11047701,2564,61,1,Nakhon Si Thammarat, Motorcycle
11049728,2564,62,1,Nakhon Si Thammarat, Motorcycle
11048883,2564,66,1,Nakhon Si Thammarat, Motorcycle
11048904,2564,18,1,Surat Thani, Motorcycle
11048295,2564,55,1,Songkhla, Motorcycle
11048857,2564,61,1,Pattani, Motorcycle
11048906,2564,53,1,Phuket, Motorcycle
11048113,2564,15,1,Nakhon Si Thammarat, Motorcycle
11048871,2564,45,1,Nakhon Si Thammarat, Motorcycle
11048864,2564,50,1,Nakhon Si Thammarat, Motorcycle
11048140,2564,10,1,Songkhla, Motorcycle
11048836,2564,13,1,Songkhla, Motorcycle
11048294,2564,21,1,Songkhla, Motorcycle
11049414,2564,12,1,Trang, Motorcycle
11049343,2564,21,1,Yala, Motorcycle
11048176,2564,15,1,Songkhla, Motorcycle
11049054,2564,16,1,Songkhla, Motorcycle
10928397,2563,21,1,Krabi,Van
10928564,2563,46,1,Surat Thani,Van
10928867,2563,51,1,Trang,Van
10928877,2563,38,1,Phatthalung,Van
10928634,2563,47,1,Chumphon,Van
10928380,2563,56,1,Nakhon Si Thammarat,Van
11049383,2564,31,1,Nakhon Si Thammarat,Van
11047789,2564,52,1,Chumphon,Van
10928662,2563,42,1,Songkhla,Car
10928926,2563,34,1,Pattani,Car
10928495,2563,47,1,Surat Thani,Car
10928378,2563,33,1,Nakhon Si Thammarat,Car
10928421,2563,31,1,Krabi,Car
10928429,2563,37,1,Krabi,Car
10928435,2563,36,1,Phang Nga,Car
10928468,2563,42,1,Phuket,Car
10928624,2563,24,1,Chumphon,Car
10928596,2563,24,1,Chumphon,Car
10928644,2563,25,1,Chumphon,Car
10928838,2563,39,1,Trang,Car
10928899,2563,30,1,Phatthalung,Car
10928869,2563,52,1,Phatthalung,Car
10928881,2563,66,1,Phatthalung,Car
10928414,2563,54,1,Krabi,Car
10928499,2563,40,1,Surat Thani,Car
10928627,2563,43,1,Chumphon,Car
10928823,2563,52,1,Trang,Car
10928850,2563,54,1,Trang,Car
10928810,2563,68,1,Satun,Car
10928699,2563,50,1,Songkhla,Car
10928399,2563,39,1,Krabi,Car
10928481,2563,35,1,Surat Thani,Car
10928683,2563,18,1,Songkhla,Car
10928973,2563,18,1,Narathiwat,Car
10928939,2563,41,1,Pattani,Car
10928938,2563,28,1,Pattani,Car
11049358,2564,42,1,Nakhon Si Thammarat,Car
11048563,2564,42,1,Songkhla,Car
11048870,2564,23,1,Nakhon Si Thammarat,Car
11049351,2564,39,1,Nakhon Si Thammarat,Car
11048389,2564,45,1,Nakhon Si Thammarat,Car
11048063,2564,21,1,Narathiwat,Car
11048868,2564,24,1,Nakhon Si Thammarat,Car
11048880,2564,58,1,Nakhon Si Thammarat,Car
11047766,2564,27,1,Surat Thani,Car
11048141,2564,60,1,Pattani,Car
11047699,2564,37,1,Nakhon Si Thammarat,Car
11047763,2564,35,1,Surat Thani,Car
11049331,2564,33,1,Songkhla,Car
11047669,2564,50,1,Songkhla,Car
11048010,2564,55,1,Chumphon,Car
10928840,2563,60,1,Trang,Van
11048830,2564,52,1,Trang,Van
10914666,2563,21,1,Nakhon Si Thammarat, Motorcycle
10914607,2563,46,1,Nakhon Si Thammarat, Motorcycle
10915159,2563,19,1,Krabi, Motorcycle
10915264,2563,33,1,Krabi, Motorcycle
10916375,2563,49,1,Krabi, Motorcycle
10913478,2563,17,1,Phuket, Motorcycle
10915916,2563,24,1,Phuket, Motorcycle
10916386,2563,33,1,Phuket, Motorcycle
10913531,2563,43,1,Phuket, Motorcycle
10914723,2563,55,1,Phuket, Motorcycle
10914469,2563,57,1,Phuket, Motorcycle
10915937,2563,63,1,Phuket, Motorcycle
10914995,2563,19,1,Surat Thani, Motorcycle
10914702,2563,23,1,Surat Thani, Motorcycle
10913741,2563,23,1,Surat Thani, Motorcycle
10914933,2563,60,1,Surat Thani, Motorcycle
10914284,2563,65,1,Ranong, Motorcycle
10913967,2563,53,1,Chumphon, Motorcycle
10914648,2563,23,1,Songkhla, Motorcycle
10914059,2563,25,1,Songkhla, Motorcycle
10914733,2563,33,1,Songkhla, Motorcycle
10913493,2563,23,1,Trang, Motorcycle
10916573,2563,38,1,Trang, Motorcycle
10916395,2563,38,1,Nakhon Si Thammarat, Motorcycle
10916175,2563,54,1,Surat Thani, Motorcycle
10913779,2563,70,1,Nakhon Si Thammarat, Motorcycle
10915215,2563,39,1,Krabi, Motorcycle
10913975,2563,34,1,Surat Thani, Motorcycle
10914326,2563,36,1,Surat Thani, Motorcycle
10916174,2563,38,1,Surat Thani, Motorcycle
10915269,2563,48,1,Nakhon Si Thammarat, Motorcycle
10914860,2563,20,1,Phuket, Motorcycle
10914710,2563,58,1,Songkhla, Motorcycle
10915420,2563,32,1,Trang, Motorcycle
10921857,2563,18,1,Nakhon Si Thammarat, Motorcycle
10922027,2563,22,1,Nakhon Si Thammarat, Motorcycle
10922056,2563,57,1,Nakhon Si Thammarat, Motorcycle
10922644,2563,57,1,Nakhon Si Thammarat, Motorcycle
10922943,2563,58,1,Nakhon Si Thammarat, Motorcycle
10922286,2563,59,1,Nakhon Si Thammarat, Motorcycle
10922305,2563,61,1,Nakhon Si Thammarat, Motorcycle
10922058,2563,64,1,Nakhon Si Thammarat, Motorcycle
10922640,2563,69,1,Nakhon Si Thammarat, Motorcycle
10922533,2563,16,1,Krabi, Motorcycle
10922119,2563,19,1,Krabi, Motorcycle
10922155,2563,21,1,Krabi, Motorcycle
10921918,2563,29,1,Krabi, Motorcycle
10922084,2563,41,1,Krabi, Motorcycle
10922334,2563,51,1,Krabi, Motorcycle
10922001,2563,64,1,Krabi, Motorcycle
10922511,2563,66,1,Krabi, Motorcycle
10922394,2563,32,1,Phang Nga, Motorcycle
10922874,2563,19,1,Phuket, Motorcycle
10921791,2563,22,1,Phuket, Motorcycle
10922953,2563,26,1,Phuket, Motorcycle
10922697,2563,35,1,Phuket, Motorcycle
10922593,2563,10,1,Surat Thani, Motorcycle
10922065,2563,29,1,Surat Thani, Motorcycle
10922030,2563,31,1,Surat Thani, Motorcycle
10922412,2563,38,1,Surat Thani, Motorcycle
10922202,2563,39,1,Surat Thani, Motorcycle
10922544,2563,41,1,Surat Thani, Motorcycle
10922323,2563,48,1,Surat Thani, Motorcycle
10921948,2563,70,1,Surat Thani, Motorcycle
10922393,2563,27,1,Chumphon, Motorcycle
10922631,2563,39,1,Chumphon, Motorcycle
10922199,2563,39,1,Chumphon, Motorcycle
10922718,2563,46,1,Chumphon, Motorcycle
10922696,2563,50,1,Chumphon, Motorcycle
10922832,2563,65,1,Songkhla, Motorcycle
10922680,2563,33,1,Satun, Motorcycle
10922780,2563,56,1,Trang, Motorcycle
10922541,2563,64,1,Trang, Motorcycle
10928959,2563,70,2,Narathiwat, Motorcycle
10928328,2563,56,2,Nakhon Si Thammarat, Motorcycle
10928464,2563,35,2,Phuket, Motorcycle
10928565,2563,22,2,Surat Thani, Motorcycle
10928763,2563,59,2,Songkhla, Motorcycle
10928830,2563,43,2,Trang, Motorcycle
10928821,2563,50,2,Trang, Motorcycle
10928908,2563,29,2,Phatthalung, Motorcycle
10928510,2563,51,2,Surat Thani, Motorcycle
10928993,2563,69,2,Narathiwat, Motorcycle
10928353,2563,56,2,Nakhon Si Thammarat, Motorcycle
10928418,2563,65,2,Krabi, Motorcycle
10928482,2563,52,2,Surat Thani, Motorcycle
10928672,2563,28,2,Songkhla, Motorcycle
10928862,2563,54,2,Trang, Motorcycle
10928843,2563,63,2,Trang, Motorcycle
10928995,2563,51,2,Narathiwat, Motorcycle
